created_at,username,full_text,label
Thu May 30 13:21:51 +0000 2024,,@StefanAntonio__ IKN muahal bro,Negative
Thu May 30 13:19:11 +0000 2024,,@Naz_lira Kl dr hitungan kaka jelas kan perbulannya itu berapa.Pastinya untuk bayar hutanglaahh hutang IKN hutang woosh Indonesia jelas2 keos!!,Negative
Thu May 30 13:16:44 +0000 2024,,@nenggusti Berangkat ke IKN aja nanti..,Neutral
Thu May 30 13:16:06 +0000 2024,,Taksi Terbang IKN Tiba di Balikpapan Disimpan di Pelabuhan Semayang Jadwal Uji Coba Juli 2024 https://t.co/8yWwbiW1h5,Neutral
Thu May 30 13:14:57 +0000 2024,,Nafsu dan maksa banget ...padahal tertolak di:Depok Bekasi Surabaya. Udahlah kesong nyolon di ikn sana!,Negative
Thu May 30 13:14:36 +0000 2024,,Nah sekarang framing media 1. Dipotong segini interest nya segini kinerja si kawan ini ga bagus 2. Bakal ada dana himpunan triliunan pertahun bahkan perbulan wah ladang basah korupsi. Wah buat ikn.,Negative
Thu May 30 13:10:40 +0000 2024,,Dapet upacara di IKN ga yaach xixii,Neutral
Thu May 30 13:09:06 +0000 2024,,Tidak ada bukti pernyataan langsung dari Prabowo jika benar proyek IKN akan ia batalkan Selengkapnya di https://t.co/4zzZNMcifW #LawanHoax #TurnBackHoax #MAFINDO,Neutral
Thu May 30 13:08:50 +0000 2024,,Prabowo Terang-terangan Batalkan IKN Faktanya isi video hanya membahas mengenai asumsi Refly Harun jika keberlanjutan program Presiden Jokowi yang dikatakan presiden terpilih Prabowo Subianto hanya omong kosong saja. ... https://t.co/6e77i7XZkR,Neutral
Thu May 30 13:08:45 +0000 2024,,@PresidenKopi Kenapa gak jadi bupati IKN aja?,Neutral
Thu May 30 13:04:11 +0000 2024,,IKN bikin takjub Kaesang Dihapus TikTok Milik Kakak Kiky McDonald Jan Ethes https://t.co/luCLhlsm78,Neutral
Thu May 30 12:32:37 +0000 2024,,@mrtjakarta Lagipula ibukota mau pindah ke IKN masih saja bangun gedung,Neutral
Thu May 30 12:31:23 +0000 2024,,@WulanRiyadie Bagus segera presiden an wapres pragi pragi beserta legislatif dan 292 asn huni ikn agar terlihat dampat positif investasi. Presiden jokowi Dan wapres ma 'ruf Amin tetap berkantor di istana negara Jakarta sampai Oktober 2024 setelah lengser,Positive
Thu May 30 12:31:08 +0000 2024,,@Dennysiregar7 Utk nutupin IKN sama makan siang gratis kali!. https://t.co/nLGvF0QWxL,Negative
Thu May 30 12:29:48 +0000 2024,,hadeh pajak segini aja malah dipake buat IKN apalagi kalau pajak tinggi,Negative
Thu May 30 12:29:45 +0000 2024,,Taksi Terbang IKN Tiba di Balikpapan Disimpan di Pelabuhan Semayang Jadwal Uji Coba Juli 2024 https://t.co/vMwFqNAH4c lewat @tribunnews,Neutral
Thu May 30 12:27:21 +0000 2024,,@efenerr Ikn menunggumu mas,Neutral
Thu May 30 12:25:55 +0000 2024,,@kikysaputrii Mba udah mending jogetin aja. makin banyak komen makin banyak blundernya. PPN 12% itu bentuk keberlanjutan IKN bentuk keberlanjutan utang bentuk keberlanjutan. Atau emang cuma cari enggagement?,Neutral
Thu May 30 12:24:57 +0000 2024,,BUDGET KE IKN GUYS JULI KAN UDAH HRS DITEMPATI INI AJA UDH ADA JADWAL MOBILISASI KESANA HAHAHA,Neutral
Thu May 30 12:24:07 +0000 2024,,@akunyakul 7x reinkarnasi menteng udah tenggelam belum? Mending beli di IKN ga sih? Wkwk,Neutral
Thu May 30 12:22:52 +0000 2024,,@yellow_kiyoWOO Pdahal kan yg ngebet bikin IKN keluarga mereka,Neutral
Thu May 30 12:21:17 +0000 2024,,ngakak liat epyepe si andovi ngomel2 ttg kaesang ngacak2 MA + org marah2 di pajak kanan kiri depan blakang kek tapera. puas2 in dh tu buat konten begitu sblm RUU penyiaran di sah in kg bs lgi dah buat konten bgini di tambah lgi pemerintah pindah ke IKN,Negative
Thu May 30 12:21:16 +0000 2024,,Apakah iuran Tapera ini hanya sebuah kedok untuk pembiayaan IKN?,Neutral
Thu May 30 12:20:42 +0000 2024,,Assalamu'alaikum wrwb... Dear sahabat twebs Maaf Akun @YasmineMirzha Gie Ngartist dulu nie yee... Kangmas Elon ngajak survey Ke IKN https://t.co/qfTLw5qD6K,Neutral
Thu May 30 12:20:25 +0000 2024,,Kereta Bandara di IKN Ditarget Rampung 2030 Ada 4 Stasiun yang Dibangun Segini Anggarannya https://t.co/FdhbcTQD71,Neutral
Thu May 30 12:20:21 +0000 2024,,Kereta Bandara di IKN Ditarget Rampung 2030 Ada 4 Stasiun yang Dibangun Segini Anggarannya https://t.co/YEBxqtenzu,Neutral
Thu May 30 12:19:15 +0000 2024,,ga cukup buat bangun ikn bang soalnya hasil tambang cuma disetor 6% ke negara beraninya peres rakyat doang https://t.co/oAF45jwXhL,Negato
Thu May 30 12:18:44 +0000 2024,,@RajaJuliAntoni @AgusYudhoyono Carut marut tanah adat di IKN BERANI USUT TUNTAS?,Neutral
Thu May 30 12:18:21 +0000 2024,,Hutang mulu sdh over pusing cari angsurannya lu malah biayai ikn apoan blegedes,Negative
Thu May 30 12:17:38 +0000 2024,,@kikysaputrii Yang jadi pertanyaan IKN itu bagus gak untuk dilanjutkan?,Positive
Thu May 30 12:17:06 +0000 2024,,Udah bukan ibu kota lagi masih diincer juga ya Jakarta. Kenapa ngga langsung suruh mimpin IKN aja itu si sang pisang?,Negative
Sat Jun 29 22:34:56 +0000 2024,,@tempodotco Data nasional aja hilang ngapain ke IKN,Neutral
Sat Jun 29 22:34:01 +0000 2024,,@tempodotco Monggo pak ditunggu yehhh....... Fyi alhamdulillah sekitar ikn hujan deras terus tiap pagi hawane sejuk ehh pak. T4ku sih gak banjir gak tau klo t4 lain. Infonya ada genangan 1m,Positive
Sat Jun 29 22:22:44 +0000 2024,,@mbienyambay2 Mantap jokowi cs biar pada di hutan ikn aja. Abah anies cs urus jakarta biar gak di ganggu terus program kerja nya supaya maju kotanya bahagia warganya.,Negative
Sat Jun 29 22:21:08 +0000 2024,,@NenkMonica @keminfo Maksudnya anggarannya tergerus OLEH IKN kah ?!,Negative
Sat Jun 29 22:20:48 +0000 2024,,@hitagram @Indonesiaguyub @M3n4ngtrus Sebelum ada rencana IKN,Neutral
Sat Jun 29 22:18:21 +0000 2024,,@StefanAntonio__ Gibran di IKN? Sendirian? Baguslah. Ga ada manfaatnya juga,Negative
Sat Jun 29 22:12:25 +0000 2024,,Jadi penasaran Ikn ada tumbal proyek ga ya,Neutral
Sat Jun 29 22:08:55 +0000 2024,,@__AnakKolong Bisa nggak pembangunan IKN diaudit..? Atau pembangunan kereta cepat di audit.?karna biaya yg nggak lumrah pembengkakannya...,Neutral
Sat Jun 29 22:08:01 +0000 2024,,@DS_yantie Yakin mau ringgal di IKN lha ada yang gak yakin lho...,Neutral
Sat Jun 29 22:05:44 +0000 2024,,Minggu Indonesia 30 Juni Indonesia Emas 2045 IKN 0 KM BUMN Jakarta 2024 Reformasi Belum Selesai SHP PIN Merah Putih #stamps #PostOffice #philately #eBay #NFT #Art #PropertyInvestment 1 M Reformasi 09.09.99:09 Asembagus 68373 Situbondo Tapal Kuda Jawa Timur Mandalika Komodo X Z https://t.co/ZGyBUmo4a1,Neutral
Sat Jun 29 21:55:12 +0000 2024,,@__AnakKolong Emamg jelas begini idenya. Ada bandara pula di IKN tinggal kabur dahh..,Neutral
Sat Jun 29 21:30:13 +0000 2024,,@SiaranBolaLive Bangga kepada Ketua/Wakil Ketua IKN yang mengundurkan diri secara terhormat semoga diikuti jejaknya oleh pejabat lain yang tidak mampu bekerja dengan baik,Positive
Sat Jun 29 20:55:11 +0000 2024,,@ohyeasbabe Cuman numpang makan balik ikn lagi dah lapar lagi,Negative
Sat Jun 29 20:39:33 +0000 2024,,@erickthohir Jokowi aja bangun rumah di Karanganyar Jawa Tengah bukan di IKN. Harusnya memberi contoh dengan membangun rumah dan tinggal di IKN.,Neutral
Sat Jun 29 20:34:58 +0000 2024,,Masyarakat Mendukung Pembangunan IKN #tni_angkatan_darat #kodam_mlw #tniprima #profesional #responsif #integratif #modern #adaptif #tniadmengabdidanmembangunbersamarakyat #tentararakyat #infokomando #tniad #korem091asn #korem091 #bersamarakyattnikuat #prajuritmulawarman https://t.co/lXFn9Ns5bP,Positive
Sat Jun 29 20:25:40 +0000 2024,,@StefanAntonio__ @yugipork73 Si jokowi mah ambil enaknya doang. Tinggal ongkang-angking lepas tangan dari IKN. Likely bodo amat dari jauh,Negative
Sat Jun 29 20:23:17 +0000 2024,,@PakatDayak_ IKN udah pindah ke Kalimantan aja masih di anggap berkhianat. Apalgi pindah ke kabupaten Karimun propinsi Kepulauan Riau.,Negative
Sat Jun 29 20:23:04 +0000 2024,,@tempodotco Berkantor di IKN hanya beberapa bulan. Tapi bangun rumah di Colomadu Karanganyar Jawa Tengah. Benar-benar hanya pencitraan. Harusnya memberi contoh dengan membangun rumah di IKN.,Negative
Sat Jun 29 20:17:47 +0000 2024,,@tempodotco Jokowi harusnya diberikan tanah dan pindah ke IKN ketika lengser. Bukan ke solo,Neutral
Sat Jun 29 19:48:32 +0000 2024,,@StefanAntonio__ Saya Yakin Pak @prabowo akan lebih Focus memakmurkan Negri dan mensejahterakan Rakyat dari pada sekedar memaksakan diri ngantor di IKN Pemborosan Anggaran dan waktu akan sangat dipertimbangan ya Kan ?,Positive
Sat Jun 29 17:32:03 +0000 2024,,@seekracle Sama kaya food estate sebenarnya bukan ntuh food tapi kemane tu kayu2 hutannye. Sama kaya IKN bukan menjadi 'kota' jamaah tuh 'guyuramnye' haha,Negative
Sat Jun 29 17:17:34 +0000 2024,,Jokowi akan Berkantor di IKN Juli Pembangunan Istana Presiden Sudah 85 Persen https://t.co/qEPuW2aukD #TempoBisnis,Positive
Sat Jun 29 17:13:42 +0000 2024,,@HarfikaSanjaya @kpertiwi29 @madHink @owlnight11110 @BuruhSiluman Termasuk rencana ikn gan? Hehehe,Neutral
Sat Jun 29 17:00:01 +0000 2024,,Pemerintah menyelesaikan permasalahan yang muncul akibat pembangunan pengendalian banjir Sungai Sepaku. https://t.co/8T5Kleum6Y,Positive
Sat Jun 29 16:58:58 +0000 2024,,@DS_yantie terus ngapain cape2 bangun IKN kalau dia pilih rumah hadiah dari rakyat minta di pulau jawa..lalu penduduk IKN mau naturalisasi dari Singapura.ini kan namanya pukimak,Negative
Sat Jun 29 16:56:24 +0000 2024,,@almagentia369 Inget IKN jd inget Vegas yg di besarkan oleh Mafia,Neutral
Sat Jun 29 16:56:06 +0000 2024,,Gelar Puncak Perayaan HUT ke-46 di IKN AMPI Undang Ketua Umum Golkar Airlangga Hartarto https://t.co/ruWWfLBmho,Neutral
Sat Jun 29 16:51:35 +0000 2024,,@Indonesiaguyub @M3n4ngtrus Penentuan lokasi rumah presiden dah ada sblm ikn dibangun,Neutral
Sat Jun 29 16:48:18 +0000 2024,,@StefanAntonio__ jangankan prabowo jokowi jg nggak mau tinggal di ikn setelah pensiun jokowi lebih memilih tinggal di solo dng tanah + rumah pemberian negara yg super luas,Neutral
Sat Jun 29 16:46:45 +0000 2024,,@tempodotco Knp ga di ikn ya?,Neutral
Sat Jun 29 16:45:10 +0000 2024,,Menteri BUMN Apresiasi Gerak Cepat PLN Hadirkan Energi Bersih di IKN https://t.co/HuSoYrWwz9,Positive
Sat Jun 29 16:43:58 +0000 2024,,@T0M5helby @fsaidhamzah Jgn gt bang. Ntar lu di jual buat bayar IKN.,Neutral
Sat Jun 29 16:39:55 +0000 2024,,@StefanAntonio__ Alasan bikin IKN katanya buat pemerataan,Neutral
Sat Jun 29 16:35:01 +0000 2024,,Pelantikan Presiden dan Wapres Terpilih Digelar di Senayan Bukan di IKN! https://t.co/sEwzWxRWbv https://t.co/9D4LICWikA,Neutral
Sat Jun 29 16:30:00 +0000 2024,,Kominfo Sampaikan Progres IKN ke Masyarakat Manado https://t.co/b9HmEuJmMi,Neutral
Sat Jun 29 16:28:12 +0000 2024,,Erick Thohir Klaim IKN Jadi Kota Pertama di Dunia yang 100 Persen Manfaatkan EBT https://t.co/WjJ80kmwKQ,Positive
Sat Jun 29 16:27:53 +0000 2024,,@StefanAntonio__ Otak Lowbat...aturan mana Pak Jokowi pensiun harus tinggal di IKN?!...eloo udah jadi ikan asin IKN gk akan mangkrak,Neutral
Sat Jun 29 16:27:30 +0000 2024,,Otak Lowbat...aturan mana Pak Jokowi pensiun harus tinggal di IKN?!...eloo udah jadi ikan asin IKN gk akan mangkrak,Negative
Sat Jun 29 16:26:49 +0000 2024,,@Bdrt007 @StefanAntonio__ dia yang getol membangun IKN tapi tidak mau memberi contoh untuk tinggal disana.,Neutral
Sat Jun 29 16:21:30 +0000 2024,,@dewiirawan13 Saya korban pilkada jakarta Tertipu dengan gayanya yg merakyat blusukan dari gorong2 yg satu hingga gorong2 yg lain Entah gorong2 yg mana belum dijamah mungkin gorong2 IKN yg jadi target selanjutnya...,Negative
Sat Jun 29 16:17:56 +0000 2024,,Tinjau Kantor Pemerintahan di IKN Erick Thohir Cek Kesiapan BUMN Penuhi Pasokan Listrik dan Gas. https://t.co/YCMizAOq0F,Positive
Sat Jun 29 16:16:43 +0000 2024,,Pj Bupati PPU Hadiri Sosialisasi PDSK di Kawasan IKN Sepaku - https://t.co/LvoCvV0Rdp https://t.co/jnHj1IeGef,Neutral
Sat Jun 29 16:15:21 +0000 2024,,IKN jalan terus... tenggelamkan PKS yg mau menghalangi IKN... Mereka ingin indonesia rusuh sepeeti di Afrika dan Suriah https://t.co/AKhyNhVZ7b,Negative
Sat Jun 29 16:14:50 +0000 2024,,@M3n4ngtrus Marah? Kagak lah. Dia punya hak dapat rumah sebagai mantan Presiden. Yg di soal netizen itu kenapa rumahnya tidak di lokasi IKN? Kan dianggap dia sendiri tidak percaya dgn prospek IKN. Gitu aja sih.,Neutral
Sat Jun 29 16:09:42 +0000 2024,,PDN dan IKN N nya Ngawur,Negative
Sat Jun 29 16:08:15 +0000 2024,,Hoax!!! Peristiwa Banjir Ternyata Berjarak 20 Kilometer dari IKN https://t.co/R2a0YhDzUu,Neutral
Sat Jun 29 16:07:32 +0000 2024,,Indonesia Harus Siap Hadapi Bonus Demografi di IKN https://t.co/ypqDz87oLD,Neutral
Sat Jun 29 16:06:50 +0000 2024,,Otorita IKN Siapkan Pedoman Reklamasi Lahan Tambang di Nusantara https://t.co/PSLeS7tAyq,Neutral
Sat Jun 29 16:06:09 +0000 2024,,BPN Kawal Proses Ganti Untung 2.086 Hektare Lahan IKN https://t.co/yRmKb7Dsjk,Positive
Sat Jun 29 16:05:28 +0000 2024,,@5teV3n_Pe9eL Coba uang sebanyak itu buat bangun JALAN RAYA. Bukan jalan tol yah. Jalan raya tuh semua orang bisa pake ga usah muter2 dulu kalo mau masuk. Bisa untuk semua rakyat &amp,Neutral
Sat Jun 29 16:05:28 +0000 2024,,Wujudkan Forest City 126 Ribu Hektare Lahan di IKN Bakal Direforestasi https://t.co/Wodav8le8K,Negative
Sat Jun 29 16:04:49 +0000 2024,,@Jumianto_RK Jagoannya kalah ya 16% kalah mah kalah aja. Tar kalo pak Jokowi minta di IKN palingan loe bikin isua udah gak menjabat ngebet jabat tinggal di IKN kan?? Udah kebaca kok keman arah nya . Tolol,Negative
Sat Jun 29 16:04:45 +0000 2024,,Telkom Siap Bantu Startup Ikut Berkontribusi Kembangkan IKN https://t.co/qyuz0gyWOg,Positive
Sat Jun 29 16:04:13 +0000 2024,,@DS_yantie Kok ndak minta di IKN ya kan dia bilang di sana udara bersih semilir tenang dll. Kan bagus tuh ada rumah mantan presiden di IKN.,Positive
Sat Jun 29 16:04:01 +0000 2024,,Radio Republik Indonesia Segera Pindahkan ASN ke IKN https://t.co/c6zV5a3RwY,Positive
Sat Jun 29 16:03:45 +0000 2024,,@5teV3n_Pe9eL Rakyat jelantah Kalau ke IKN mbrangkang aja,Negative
Sat Jun 29 16:03:26 +0000 2024,,@StefanAntonio__ @YanAnthono Mungkin Wapresnya di IKN istananya.,Neutral
Sat Jun 29 16:03:20 +0000 2024,,Polri dan BNPT Pastikan Keamanan Upacara Kemerdekaan di IKN https://t.co/4q0NtbUbXv,Positive
Sat Jun 29 16:02:39 +0000 2024,,Istana Presiden hingga Hunian ASN di IKN Siap Ditempati Juli 2024 https://t.co/fO7yfvKPl0,Positive
Sat Jun 29 16:01:58 +0000 2024,,Pemerintah Komitmen Penuhi Hak Masyarakat Terdampak IKN https://t.co/w7hNt5FkE3,Positive
Sat Jun 29 16:01:22 +0000 2024,,Ikn mantap https://t.co/doHonc2kYY,Positive
Sat Jun 29 16:00:32 +0000 2024,,IKN nih https://t.co/aStPskS1fx,Positive
Sat Jun 29 16:00:09 +0000 2024,,@5teV3n_Pe9eL Sukanya lah dinasti Dajjal terserah. Doaku cuman: nanti di kubur jangan menyesal. Oya semoga IKN mangkrak kalo pun jadi semoga cepat rusak dan hancur.,Negative
Sat Jun 29 15:59:17 +0000 2024,,@ChairulMuhamad4 @M3n4ngtrus 12 rb itu gede kalau di ikn ntar dibilang wah presiden sengaja ambil duluan tanah gede biar ntar dah besar JD T kan. Sama aja sih semua goreng sana sini,Neutral
Sat Jun 29 15:57:35 +0000 2024,,@JamalBoegis Nolak ikn Nolak tol Nolak alutsista Kemunduran,Neutral
Sat Jun 29 15:55:55 +0000 2024,,@vinofebryanto99 @RagilSemar @pandji Pendukung Anies apaan si Pandji cuman ga suka sama Dinasti yang dibikin Jokowi bukan ke Prabowonya. Pandji lho pro sama IKN dan makan siang gratis.,Neutral
Sat Jun 29 15:55:02 +0000 2024,,@diedsputnik @lo__oml widih warga ikn,Neutral
Sat Jun 29 15:52:35 +0000 2024,,BANG. TAKUT BANGET LANGSUNG DIMUTASI KE IKN.,Neutral
Sat Jun 29 15:48:03 +0000 2024,,@karimkanaeru @almagentia369 @nekromagik Hampir kelupaan sohibnya yg skrg ada di konsorsium IKN. Merdekaaaaaa !!! https://t.co/NMJRSqKHdh,Neutral
Sat Jun 29 15:43:33 +0000 2024,,Menteri BUMN Apresiasi Gerak Cepat PLN Hadirkan Energi Bersih di IKN https://t.co/EdXsqmHBgy,Positive
Sat Jun 29 15:42:16 +0000 2024,,@StefanAntonio__ @roshanfaro Dasar otak kerdil macam @DokterTifa tar kalo minta rumah di IKN loe goreng isu udah gak menjabat ngebet berkuasa GT???? Ato yg jadi wakil sebenarnya pak Jokowi ato mas Gibran GT??? Dasar pasukan 16%,Negative
Sat Jun 29 15:41:06 +0000 2024,,Perkembangan tol IKN SiPEPEK Nonton Innalillahi Wkwk Tolol Clash of Champions Bandung Nyetrika https://t.co/6jn4qU7iNY,Negative
Sat Jun 29 15:39:47 +0000 2024,,Majelis rakyat papua dukung pembangunan IKN SiPEPEK Nonton Innalillahi Wkwk Tolol Clash of Champions Bandung Nyetrika https://t.co/xqFsl5d6P1,Negative
Sat Jun 29 15:36:34 +0000 2024,,IKN akan dilengkapi transportasi massal berbasis listrik Innalillahi SiPEPEK Clash of Champions Tolol Malmingan Jogja Jawa Nonton https://t.co/jUJdzwY6NZ,Negative
Sat Jun 29 15:36:01 +0000 2024,,Persiapan HUT RI di IKN Innalillahi SiPEPEK Clash of Champions Tolol Malmingan Jogja Jawa Nonton https://t.co/fBKISAOaBo,Negative
Sat Jun 29 15:35:11 +0000 2024,,Investasi di IKN Innalillahi SiPEPEK Clash of Champions Tolol Malmingan Jogja Jawa Nonton https://t.co/cVtdSAgYWC,Negative
Sat Jun 29 15:32:39 +0000 2024,,Terdampak Banjir di Sepaku IKN Ratusan Keluarga Terima Bantuan dari Dinsos Kaltim - https://t.co/JOX8czS7br https://t.co/PiU46AJZnl https://t.co/K0OMrtH16e,Negative
Sat Jun 29 15:28:44 +0000 2024,,@DS_yantie Pak pindah ke IKN pak sekalian bawa anak cucu dan Kolega agar IKN lekas ramai,Neutral
Sat Jun 29 15:21:50 +0000 2024,,@5teV3n_Pe9eL Jadi yg bela²in IKN kalau mau kesana turun di bandara mana?,Neutral
Sat Jun 29 15:19:35 +0000 2024,,@geloraco Anggota mereka sudah pindah ke IKN kali. Dan satu hal lagi mereka Dishub DKI sedang kejadiannya di DKJ. Tanyain ke dishub dkj dong.,Neutral
Sat Jun 29 15:18:08 +0000 2024,,INVESTOR MAKIN NGERI AJA LIHAT IKN BANJIR BANDANG LEBIH BURUK DR JAKARTA https://t.co/ilX1FHuwCN,Negative
Sat Jun 29 15:18:07 +0000 2024,,Menteri BUMN Apresiasi Gerak Cepat PLN Hadirkan Energi Bersih di IKN https://t.co/4kMsaybl47 lewat @rakyatpembaruan.com,Positive
Sat Jun 29 15:14:24 +0000 2024,,@Oooohsehuun12 @yourraiin Alil: Kabur ke ikn udh kabur kemana lagi ya enaknya?,Neutral
Sat Jun 29 15:10:19 +0000 2024,,@StefanAntonio__ Karena mungkin Jkw tahu kalau nanti di IKN itu bakal terjadi banjir besar dan tenggelam krn alamnya dirusak,Neutral
Sat Jun 29 15:06:15 +0000 2024,,@PngAdilnR4kyt Miskinkan ( sita asetnya utk bayar hutang APBN yg sdh banyak menumpuk ) &amp,Neutral
Sat Jun 29 15:05:59 +0000 2024,,@StefanAntonio__ Itulah salahnya Jokowi Presiden kan dilantik oleh MPR MPR gedungnya ada di Jakarta di IKN masih belum ada gedungnya.,Neutral
Sat Jun 29 15:04:37 +0000 2024,,Tinjau Seluruh Fasilitas IKN Erick Thohir Pastikan BUMN Siap Suplai Kebutuhan Energi di Seluruh Fasilitas Negara Segini Progresnya: Dalam kunjungannya Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir mengecek kesiapan perusahaan BUMN dalam https://t.co/BSQeUekwq3 https://t.co/hak001jUFn,Positive
Sat Jun 29 14:36:13 +0000 2024,,Menteri BUMN Apresiasi Gerak Cepat PLN Hadirkan Energi Bersih di IKN https://t.co/WASGPjG9DS,Positive
Sat Jun 29 14:34:23 +0000 2024,,@kompascom Kalo gak ada anggaran kenapa bangun gedung2 ikn dibangun? Lebih penting mana bangun gedung ikn daripada backup data2 kementrian di indonesia ini?,Negative
Sat Jun 29 14:29:20 +0000 2024,,@Outstandjing Sebagai orang yang bolak balik IKN Daerah Sepaku dan Petung aja sering mati lampu dan mati lampu itu berdampak ke tower telekomunikasi dengan simpanan daya energi yang terbatas dan itu sangat menyusahkan untuk terhubung ke internet,Negative
Sat Jun 29 14:28:47 +0000 2024,,@StefanAntonio__ @didienAZHAR Kalau di IKN nanti kebanjiran,Neutral
Sat Jun 29 14:27:03 +0000 2024,,Suasana Malam IKN Nusantara Semakin Bersinar https://t.co/9sHYh2kNkn,Positive
Sat Jun 29 14:26:56 +0000 2024,,@FaiqHusaen81683 @__LOVE_AG4EVER @jokowi prabowo pasti prioritas kan proyek makan siang gratis akibat nya IKN jadi Hambalang jilid 2 mas https://t.co/IqjVgTdAmA,Neutral
Sat Jun 29 14:23:57 +0000 2024,,@Bams_4GP @__LOVE_AG4EVER @jokowi masyarakat sekitar tanahnya masih blom dibayar lagi mereka akan batalkan 17 agustusan di IKN https://t.co/buK8cTwLhf,Neutral
Sat Jun 29 14:23:51 +0000 2024,,Erick menyatakan kesiapan perusahaan pelat merah dalam memasok kebutuhan energi baik listrik dan gas untuk kantor-kantor pemerintahan di IKN. https://t.co/ZbgZsroRJN,Positive
Sat Jun 29 14:23:05 +0000 2024,,@5teV3n_Pe9eL Dibangun pakai duit pajak saya curiga entah yg mau dia rencanakan di IKN tertutup ini.. Dia kira negara ini punya bapak nya kali...,Negative
Sat Jun 29 14:20:39 +0000 2024,,Menteri BUMN Apresiasi Gerak Cepat PLN Hadirkan Energi Bersih di IKN Nasional 29 June 2024 https://t.co/yY7Co2BH8Z,Positive
Sat Jun 29 14:19:55 +0000 2024,,@akbarfaizal68 @BudiKaryaS @BatikAirINA @kemenhub Semakin dekat lengser rezim ini semakin tidak keruan. Sorry to say.. sudah tidak fokus pada tupoksi masing2 Kementerian. Ada beberapa termsk Kemenhub yg malah fokus utk hal yang merupakan pemborosan sia2 s,Negative
Sat Jun 29 14:19:23 +0000 2024,,Kenapa pensiun nya bukan bangun rumah di IKN pak @jokowi kok malah karang anyar ?,Neutral
Sat Jun 29 14:17:50 +0000 2024,,INDONESIA MAJU dimulai Insyaallah Juli Presiden Joko Widodo berkantor d IKN NUSANTARA..🇮🇩 https://t.co/r1fIsa1uyh,Positive
Sat Jun 29 14:16:54 +0000 2024,,@syaerulid Kalem IKN gw bangun sendirian bang,Neutral
Sat Jun 29 14:15:09 +0000 2024,,Warga IKN Sepakat Pembangunan Pengedalian Banjir Sepaku Dilanjutkan https://t.co/sKMipF4zJx,Positive
Sat Jun 29 14:14:51 +0000 2024,,@5teV3n_Pe9eL curiga jkt dsk bakal dibom nuklir sblm di bom mreka transmigrasi ke ikn. efek bnyk ntn pilem SciFi,Neutral
Sat Jun 29 14:13:50 +0000 2024,,@StefanAntonio__ @dki86058 Mangkrak palalu peyang itu yg mangkrak kami di ikn ga ada isu2 kek gitu tolol anak dajjal anak dajjal pitnah terossss...,Negative
Sat Jun 29 14:13:21 +0000 2024,,@ekky1995 - Politik dinasti jokowi - seragam coklat - cawe-cawe presiden - utang ribuan triliun - IKN Para penjilat para penerima bansos PSI para buzzer projo maniak jubir istana manusia IQ 78 rakyat 58% LGBT dll. pasti akan langsung marah-marah jika ada,Negative
Sat Jun 29 14:13:01 +0000 2024,,Ini lebih jelas bang @davidrnugroho ... Atau polusi dibawa angin https://t.co/rdf2BZNVT4,Neutral
Sat Jun 29 14:10:23 +0000 2024,,Ini kali maksud bang @davidrnugroho ?? https://t.co/gZfpQ7i6LN,Neutral
Sat Jun 29 14:10:05 +0000 2024,,Kemenkominfo Adakan Temu Influencer di Kota Manado Beberkan Sejauh Mana Pembangunan IKN Nusantara https://t.co/3JNssoTfFY #News,Neutral
Sat Jun 29 14:09:54 +0000 2024,,@Yulia_jie @__LOVE_AG4EVER @jokowi prabowo aja melepeh IKN ogah dia dilantik di proyek mangkrak https://t.co/XHYqW20at3,Negative
Sat Jun 29 14:08:37 +0000 2024,,@CNNIndonesia saya buatkan kalendernya pak Basuki monggo itung mundur ... kita akan lihat hasil yang sudah ada di IKN hari Senin KLIWON 22 Juli 2024 yuuk mari kita tunggu https://t.co/Dp4P9HK91k,Neutral
Sat Jun 29 14:06:50 +0000 2024,,@AiraNtieReal Sedih liatnya rakyat tiap tahun makin bertambah jumlah manusianya harusnya ditambah sekolahnya akhirnya jadi begini Rakyat selain harus bertahan hidup juga harus bersaing dgn aturan-aturan ngedabrus berbalut MERDEKA BELAJAR IKN aja dikebut g,Negative
Sat Jun 29 14:04:20 +0000 2024,,@tempodotco Kenapa Yang Mulya Joko tak pilih lokasi tanah &amp,Neutral
Sat Jun 29 14:03:11 +0000 2024,,Reklamasi lahan eks tambang jadi prioritas pemulihan lingkungan di IKN https://t.co/iiDopfJKtT,Neutral
Sat Jun 29 14:01:22 +0000 2024,,@tempodotco Beresin dulu investasi IKN mau jilat @prabowo spy dpt jatah lg periode depan? Bukan wilayahnya kalee. Tanggung jawab utama aj gak becus mau urus yg lain... @bahlillahadalia Heran..knp menteri byk yg gak punya malu sih...??,Negative
Sat Jun 29 14:00:44 +0000 2024,,@tempodotco Lho...kok nggak dibuat di IKN saja rumahnya?,Neutral
Sat Jun 29 13:58:59 +0000 2024,,@Bali_Football Sebenernya kalau mau narik masyarakat yg akan tinggal di IKN mereka harusnya pindah ke Kalimantan aja. Bisa pakai Batakan as an homebase.,Positive
Sat Jun 29 13:58:30 +0000 2024,,@hansssolo Anggaran kan sudah dipake smua oleh Jokowi utk IKN mana ada lagi dana APBN,Negative
